EntryID_S1,SessionID,Session_Order,ProjectID,Project,Is_Sequel,Archetype,Production_Date,Language,Vendor,Number_of_Actors,LS_Words_Total,SS_Words_Total,HTR_Words_Total,STR_Words_Total,NoTR_Words_Total,Estimated_Hours,Currency,Standard_Rate_per_Hour,Cost_Forecast_S1,Cost_Actuals_S1,Exchange_Rate,Billing_Forecast_S1,Billing_Actuals_S1
S1E00267,S02_IronCode_Chinese,2,P025,IronCode,False,mid,2024-06-19,Chinese,TokyoVox,32,12998,2363,2836,2363,3074,102,EUR,280.0,31416.0,64117.01,1.12,38704.51,78992.16
S1E00270,S02_IronCode_English,2,P025,IronCode,False,mid,2024-06-19,English,GridMark,41,12998,2363,2836,2363,3074,111,EUR,440.0,53724.0,66822.41,1.12,66187.97,82325.21
S1E00264,S02_IronCode_French,2,P025,IronCode,False,mid,2024-06-19,French,GridMark,41,12998,2363,2836,2363,3074,104,EUR,420.0,48048.0,64179.45,1.12,59195.14,79069.08
S1E00263,S02_IronCode_German,2,P025,IronCode,False,mid,2024-06-19,German,GridMark,41,12998,2363,2836,2363,3074,108,EUR,400.0,47520.0,74002.7,1.12,58544.64,91171.33
S1E00268,S02_IronCode_LATAM,2,P025,IronCode,False,mid,2024-06-19,LATAM,LatinaVox,38,12998,2363,2836,2363,3074,105,EUR,240.0,27720.0,36893.83,1.12,34151.04,45453.2
S1E00269,S02_IronCode_Polish,2,P025,IronCode,False,mid,2024-06-19,Polish,GridMark,36,12998,2363,2836,2363,3074,105,EUR,200.0,23100.0,27526.09,1.12,28459.2,33912.14
S1E00265,S02_IronCode_Spanish,2,P025,IronCode,False,mid,2024-06-19,Spanish,GridMark,39,12998,2363,2836,2363,3074,104,EUR,340.0,38896.0,45915.53,1.12,47919.87,56567.93
S1E00274,S03_IronCode_BrazilianPortuguese,3,P025,IronCode,False,mid,2024-09-03,Brazilian Portuguese,LatinaVox,38,1073,938,1609,2414,7379,43,EUR,260.0,12298.0,16307.88,1.12,15151.14,20091.31
S1E00275,S03_IronCode_Chinese,3,P025,IronCode,False,mid,2024-09-03,Chinese,TokyoVox,32,1073,938,1609,2414,7379,37,EUR,280.0,11396.0,14765.21,1.12,14039.87,18190.74
S1E00278,S03_IronCode_English,3,P025,IronCode,False,mid,2024-09-03,English,GridMark,46,1073,938,1609,2414,7379,50,EUR,440.0,24200.0,34656.54,1.12,29814.4,42696.86
S1E00272,S03_IronCode_French,3,P025,IronCode,False,mid,2024-09-03,French,GridMark,47,1073,938,1609,2414,7379,50,EUR,420.0,23100.0,34941.47,1.12,28459.2,43047.89
S1E00271,S03_IronCode_German,3,P025,IronCode,False,mid,2024-09-03,German,GridMark,47,1073,938,1609,2414,7379,49,EUR,400.0,21560.0,28934.39,1.12,26561.92,35647.17
S1E00276,S03_IronCode_LATAM,3,P025,IronCode,False,mid,2024-09-03,LATAM,LatinaVox,38,1073,938,1609,2414,7379,45,EUR,240.0,11880.0,17104.12,1.12,14636.16,21072.28
S1E00277,S03_IronCode_Polish,3,P025,IronCode,False,mid,2024-09-03,Polish,GridMark,36,1073,938,1609,2414,7379,42,EUR,200.0,9240.0,12800.7,1.12,11383.68,15770.46
S1E00273,S03_IronCode_Spanish,3,P025,IronCode,False,mid,2024-09-03,Spanish,GridMark,39,1073,938,1609,2414,7379,45,EUR,340.0,16830.0,25715.21,1.12,20734.56,31681.14
S1E00282,S04_IronCode_BrazilianPortuguese,4,P025,IronCode,False,mid,2024-10-21,Brazilian Portuguese,LatinaVox,25,1348,898,1168,1617,3957,33,EUR,260.0,9438.0,14914.27,1.12,11627.62,18374.38
S1E00283,S04_IronCode_Chinese,4,P025,IronCode,False,mid,2024-10-21,Chinese,TokyoVox,25,1348,898,1168,1617,3957,33,EUR,280.0,10164.0,16931.67,1.12,12522.05,20859.82
S1E00286,S04_IronCode_English,4,P025,IronCode,False,mid,2024-10-21,English,GridMark,25,1348,898,1168,1617,3957,30,EUR,440.0,14520.0,20781.82,1.12,17888.64,25603.2
S1E00280,S04_IronCode_French,4,P025,IronCode,False,mid,2024-10-21,French,GridMark,25,1348,898,1168,1617,3957,32,EUR,420.0,14784.0,18402.96,1.12,18213.89,22672.45
S1E00279,S04_IronCode_German,4,P025,IronCode,False,mid,2024-10-21,German,GridMark,25,1348,898,1168,1617,3957,31,EUR,400.0,13640.0,18319.14,1.12,16804.48,22569.18
S1E00284,S04_IronCode_LATAM,4,P025,IronCode,False,mid,2024-10-21,LATAM,LatinaVox,25,1348,898,1168,1617,3957,32,EUR,240.0,8448.0,10757.92,1.12,10407.94,13253.76
S1E00285,S04_IronCode_Polish,4,P025,IronCode,False,mid,2024-10-21,Polish,GridMark,25,1348,898,1168,1617,3957,33,EUR,200.0,7260.0,9642.41,1.12,8944.32,11879.45
S1E00281,S04_IronCode_Spanish,4,P025,IronCode,False,mid,2024-10-21,Spanish,GridMark,25,1348,898,1168,1617,3957,31,EUR,340.0,11594.0,21687.99,1.12,14283.81,26719.6
S1E00290,S01_CrystalFable_BrazilianPortuguese,1,P026,CrystalFable,False,aaa,2025-08-06,Brazilian Portuguese,LatinaVox,38,28262,5138,6166,5138,6682,206,EUR,260.0,58916.0,57142.56,1.21,78417.2,76056.75
S1E00294,S01_CrystalFable_Chinese,1,P026,CrystalFable,False,aaa,2025-08-06,Chinese,PacificAudio,32,28262,5138,6166,5138,6682,213,EUR,302.4,70852.32,53489.79,1.21,94304.44,71194.91
S1E00293,S01_CrystalFable_Dutch,1,P026,CrystalFable,False,aaa,2025-08-06,Dutch,LarkFarm,38,28262,5138,6166,5138,6682,206,EUR,437.0,99024.2,74509.49,1.21,131801.21,99172.13
S1E00291,S01_CrystalFable_English,1,P026,CrystalFable,False,aaa,2025-08-06,English,LarkFarm,46,28262,5138,6166,5138,6682,208,EUR,418.0,95638.4,81266.59,1.21,127294.71,108165.83
S1E00288,S01_CrystalFable_French,1,P026,CrystalFable,False,aaa,2025-08-06,French,LarkFarm,48,28262,5138,6166,5138,6682,208,EUR,399.0,91291.2,73243.62,1.21,121508.59,97487.26
S1E00287,S01_CrystalFable_German,1,P026,CrystalFable,False,aaa,2025-08-06,German,LarkFarm,54,28262,5138,6166,5138,6682,209,EUR,380.0,87362.0,84934.02,1.21,116278.82,113047.18
S1E00292,S01_CrystalFable_Korean,1,P026,CrystalFable,False,aaa,2025-08-06,Korean,PacificAudio,36,28262,5138,6166,5138,6682,215,EUR,561.6,132818.4,135597.76,1.21,176781.29,180480.62
S1E00295,S01_CrystalFable_LATAM,1,P026,CrystalFable,False,aaa,2025-08-06,LATAM,LatinaVox,38,28262,5138,6166,5138,6682,207,EUR,240.0,54648.0,56618.85,1.21,72736.49,75359.69
S1E00296,S01_CrystalFable_Polish,1,P026,CrystalFable,False,aaa,2025-08-06,Polish,LarkFarm,36,28262,5138,6166,5138,6682,203,EUR,190.0,42427.0,45702.31,1.21,56470.34,60829.77
S1E00289,S01_CrystalFable_Spanish,1,P026,CrystalFable,False,aaa,2025-08-06,Spanish,LarkFarm,39,28262,5138,6166,5138,6682,205,EUR,323.0,72836.5,69912.65,1.21,96945.38,93053.74
S1E00300,S02_CrystalFable_BrazilianPortuguese,2,P026,CrystalFable,False,aaa,2025-12-13,Brazilian Portuguese,LatinaVox,38,0,1334,3557,8005,31577,73,EUR,260.0,20878.0,19429.85,1.21,27788.62,25861.13
S1E00304,S02_CrystalFable_Chinese,2,P026,CrystalFable,False,aaa,2025-12-13,Chinese,PacificAudio,32,0,1334,3557,8005,31577,79,EUR,302.4,26278.56,21617.66,1.21,34976.76,28773.11
S1E00303,S02_CrystalFable_Dutch,2,P026,CrystalFable,False,aaa,2025-12-13,Dutch,LarkFarm,38,0,1334,3557,8005,31577,70,EUR,437.0,33649.0,29135.34,1.21,44786.82,38779.14
S1E00301,S02_CrystalFable_English,2,P026,CrystalFable,False,aaa,2025-12-13,English,LarkFarm,46,0,1334,3557,8005,31577,71,EUR,418.0,32645.8,27685.5,1.21,43451.56,36849.4
S1E00298,S02_CrystalFable_French,2,P026,CrystalFable,False,aaa,2025-12-13,French,LarkFarm,48,0,1334,3557,8005,31577,74,EUR,399.0,32478.6,31856.87,1.21,43229.02,42401.49
S1E00297,S02_CrystalFable_German,2,P026,CrystalFable,False,aaa,2025-12-13,German,LarkFarm,54,0,1334,3557,8005,31577,79,EUR,380.0,33022.0,24710.58,1.21,43952.28,32889.78
S1E00302,S02_CrystalFable_Korean,2,P026,CrystalFable,False,aaa,2025-12-13,Korean,PacificAudio,36,0,1334,3557,8005,31577,84,EUR,561.6,51891.84,46628.68,1.21,69068.04,62062.77
S1E00305,S02_CrystalFable_LATAM,2,P026,CrystalFable,False,aaa,2025-12-13,LATAM,LatinaVox,38,0,1334,3557,8005,31577,70,EUR,240.0,18480.0,19798.45,1.21,24596.88,26351.74
S1E00306,S02_CrystalFable_Polish,2,P026,CrystalFable,False,aaa,2025-12-13,Polish,LarkFarm,36,0,1334,3557,8005,31577,68,EUR,190.0,14212.0,9309.24,1.21,18916.17,12390.6
S1E00299,S02_CrystalFable_Spanish,2,P026,CrystalFable,False,aaa,2025-12-13,Spanish,LarkFarm,39,0,1334,3557,8005,31577,73,EUR,323.0,25936.9,25641.53,1.21,34522.01,34128.88
S1E00310,S03_CrystalFable_BrazilianPortuguese,3,P026,CrystalFable,False,aaa,2026-05-30,Brazilian Portuguese,LatinaVox,38,0,0,1878,5636,30065,58,EUR,260.0,16588.0,,1.18,21531.22,
S1E00314,S03_CrystalFable_Chinese,3,P026,CrystalFable,False,aaa,2026-05-30,Chinese,PacificAudio,32,0,0,1878,5636,30065,69,EUR,302.4,22952.16,,1.18,29791.9,
S1E00313,S03_CrystalFable_Dutch,3,P026,CrystalFable,False,aaa,2026-05-30,Dutch,LarkFarm,38,0,0,1878,5636,30065,58,EUR,437.0,27880.6,,1.18,36189.02,
S1E00311,S03_CrystalFable_English,3,P026,CrystalFable,False,aaa,2026-05-30,English,LarkFarm,46,0,0,1878,5636,30065,63,EUR,418.0,28967.4,,1.18,37599.69,
S1E00308,S03_CrystalFable_French,3,P026,CrystalFable,False,aaa,2026-05-30,French,LarkFarm,48,0,0,1878,5636,30065,61,EUR,399.0,26772.9,,1.18,34751.22,
S1E00307,S03_CrystalFable_German,3,P026,CrystalFable,False,aaa,2026-05-30,German,LarkFarm,54,0,0,1878,5636,30065,62,EUR,380.0,25916.0,,1.18,33638.97,
S1E00312,S03_CrystalFable_Korean,3,P026,CrystalFable,False,aaa,2026-05-30,Korean,PacificAudio,36,0,0,1878,5636,30065,78,EUR,561.6,48185.28,,1.18,62544.49,
S1E00315,S03_CrystalFable_LATAM,3,P026,CrystalFable,False,aaa,2026-05-30,LATAM,LatinaVox,38,0,0,1878,5636,30065,57,EUR,240.0,15048.0,,1.18,19532.3,
S1E00316,S03_CrystalFable_Polish,3,P026,CrystalFable,False,aaa,2026-05-30,Polish,LarkFarm,36,0,0,1878,5636,30065,55,EUR,190.0,11495.0,,1.18,14920.51,
S1E00309,S03_CrystalFable_Spanish,3,P026,CrystalFable,False,aaa,2026-05-30,Spanish,LarkFarm,39,0,0,1878,5636,30065,55,EUR,323.0,19541.5,,1.18,25364.87,
S1E00320,S04_CrystalFable_BrazilianPortuguese,4,P026,CrystalFable,False,aaa,2026-09-11,Brazilian Portuguese,LatinaVox,38,2719,1813,2356,3263,7979,56,EUR,260.0,16016.0,,1.18,20788.77,
S1E00324,S04_CrystalFable_Chinese,4,P026,CrystalFable,False,aaa,2026-09-11,Chinese,PacificAudio,32,2719,1813,2356,3263,7979,74,EUR,302.4,24615.36,,1.18,31950.74,
S1E00323,S04_CrystalFable_Dutch,4,P026,CrystalFable,False,aaa,2026-09-11,Dutch,LarkFarm,38,2719,1813,2356,3263,7979,52,EUR,437.0,24996.4,,1.18,32445.33,
S1E00321,S04_CrystalFable_English,4,P026,CrystalFable,False,aaa,2026-09-11,English,LarkFarm,44,2719,1813,2356,3263,7979,61,EUR,418.0,28047.8,,1.18,36406.04,
S1E00318,S04_CrystalFable_French,4,P026,CrystalFable,False,aaa,2026-09-11,French,LarkFarm,44,2719,1813,2356,3263,7979,61,EUR,399.0,26772.9,,1.18,34751.22,
S1E00317,S04_CrystalFable_German,4,P026,CrystalFable,False,aaa,2026-09-11,German,LarkFarm,44,2719,1813,2356,3263,7979,58,EUR,380.0,24244.0,,1.18,31468.71,
S1E00322,S04_CrystalFable_Korean,4,P026,CrystalFable,False,aaa,2026-09-11,Korean,PacificAudio,36,2719,1813,2356,3263,7979,82,EUR,561.6,50656.32,,1.18,65751.9,
S1E00325,S04_CrystalFable_LATAM,4,P026,CrystalFable,False,aaa,2026-09-11,LATAM,LatinaVox,38,2719,1813,2356,3263,7979,56,EUR,240.0,14784.0,,1.18,19189.63,
S1E00326,S04_CrystalFable_Polish,4,P026,CrystalFable,False,aaa,2026-09-11,Polish,LarkFarm,36,2719,1813,2356,3263,7979,51,EUR,190.0,10659.0,,1.18,13835.38,
S1E00319,S04_CrystalFable_Spanish,4,P026,CrystalFable,False,aaa,2026-09-11,Spanish,LarkFarm,39,2719,1813,2356,3263,7979,56,EUR,323.0,19896.8,,1.18,25826.05,
S1E00330,S05_CrystalFable_BrazilianPortuguese,5,P026,CrystalFable,False,aaa,2026-09-30,Brazilian Portuguese,LatinaVox,37,8538,1552,1862,1552,2020,76,EUR,260.0,21736.0,,1.18,28213.33,
S1E00334,S05_CrystalFable_Chinese,5,P026,CrystalFable,False,aaa,2026-09-30,Chinese,PacificAudio,32,8538,1552,1862,1552,2020,98,EUR,302.4,32598.72,,1.18,42313.14,
S1E00333,S05_CrystalFable_Dutch,5,P026,CrystalFable,False,aaa,2026-09-30,Dutch,LarkFarm,37,8538,1552,1862,1552,2020,77,EUR,437.0,37013.9,,1.18,48044.04,
S1E00331,S05_CrystalFable_English,5,P026,CrystalFable,False,aaa,2026-09-30,English,LarkFarm,37,8538,1552,1862,1552,2020,79,EUR,418.0,36324.2,,1.18,47148.81,
S1E00328,S05_CrystalFable_French,5,P026,CrystalFable,False,aaa,2026-09-30,French,LarkFarm,37,8538,1552,1862,1552,2020,78,EUR,399.0,34234.2,,1.18,44435.99,
S1E00327,S05_CrystalFable_German,5,P026,CrystalFable,False,aaa,2026-09-30,German,LarkFarm,37,8538,1552,1862,1552,2020,77,EUR,380.0,32186.0,,1.18,41777.43,
S1E00332,S05_CrystalFable_Korean,5,P026,CrystalFable,False,aaa,2026-09-30,Korean,PacificAudio,36,8538,1552,1862,1552,2020,104,EUR,561.6,64247.04,,1.18,83392.66,
S1E00335,S05_CrystalFable_LATAM,5,P026,CrystalFable,False,aaa,2026-09-30,LATAM,LatinaVox,37,8538,1552,1862,1552,2020,77,EUR,240.0,20328.0,,1.18,26385.74,
S1E00336,S05_CrystalFable_Polish,5,P026,CrystalFable,False,aaa,2026-09-30,Polish,LarkFarm,36,8538,1552,1862,1552,2020,76,EUR,190.0,15884.0,,1.18,20617.43,
S1E00329,S05_CrystalFable_Spanish,5,P026,CrystalFable,False,aaa,2026-09-30,Spanish,LarkFarm,37,8538,1552,1862,1552,2020,76,EUR,323.0,27002.8,,1.18,35049.63,
S1E00340,S06_CrystalFable_BrazilianPortuguese,6,P026,CrystalFable,False,aaa,2026-12-05,Brazilian Portuguese,LatinaVox,38,1208,1057,1813,2719,8312,44,EUR,260.0,12584.0,,1.18,16334.03,
S1E00344,S06_CrystalFable_Chinese,6,P026,CrystalFable,False,aaa,2026-12-05,Chinese,PacificAudio,32,1208,1057,1813,2719,8312,67,EUR,302.4,22286.88,,1.18,28928.37,
S1E00343,S06_CrystalFable_Dutch,6,P026,CrystalFable,False,aaa,2026-12-05,Dutch,LarkFarm,38,1208,1057,1813,2719,8312,46,EUR,437.0,22112.2,,1.18,28701.64,
S1E00341,S06_CrystalFable_English,6,P026,CrystalFable,False,aaa,2026-12-05,English,LarkFarm,46,1208,1057,1813,2719,8312,51,EUR,418.0,23449.8,,1.18,30437.84,
S1E00338,S06_CrystalFable_French,6,P026,CrystalFable,False,aaa,2026-12-05,French,LarkFarm,48,1208,1057,1813,2719,8312,51,EUR,399.0,22383.9,,1.18,29054.3,
S1E00337,S06_CrystalFable_German,6,P026,CrystalFable,False,aaa,2026-12-05,German,LarkFarm,54,1208,1057,1813,2719,8312,59,EUR,380.0,24662.0,,1.18,32011.28,
S1E00342,S06_CrystalFable_Korean,6,P026,CrystalFable,False,aaa,2026-12-05,Korean,PacificAudio,36,1208,1057,1813,2719,8312,73,EUR,561.6,45096.48,,1.18,58535.23,
S1E00345,S06_CrystalFable_LATAM,6,P026,CrystalFable,False,aaa,2026-12-05,LATAM,LatinaVox,38,1208,1057,1813,2719,8312,43,EUR,240.0,11352.0,,1.18,14734.9,
S1E00346,S06_CrystalFable_Polish,6,P026,CrystalFable,False,aaa,2026-12-05,Polish,LarkFarm,36,1208,1057,1813,2719,8312,41,EUR,190.0,8569.0,,1.18,11122.56,
S1E00339,S06_CrystalFable_Spanish,6,P026,CrystalFable,False,aaa,2026-12-05,Spanish,LarkFarm,39,1208,1057,1813,2719,8312,46,EUR,323.0,16343.8,,1.18,21214.25,
S1E00350,S07_CrystalFable_BrazilianPortuguese,7,P026,CrystalFable,False,aaa,2027-01-08,Brazilian Portuguese,LatinaVox,38,0,397,1059,2383,9400,38,EUR,260.0,10868.0,,1.18,14106.66,
S1E00354,S07_CrystalFable_Chinese,7,P026,CrystalFable,False,aaa,2027-01-08,Chinese,PacificAudio,32,0,397,1059,2383,9400,64,EUR,302.4,21288.96,,1.18,27633.07,
S1E00353,S07_CrystalFable_Dutch,7,P026,CrystalFable,False,aaa,2027-01-08,Dutch,LarkFarm,38,0,397,1059,2383,9400,38,EUR,437.0,18266.6,,1.18,23710.05,
S1E00351,S07_CrystalFable_English,7,P026,CrystalFable,False,aaa,2027-01-08,English,LarkFarm,46,0,397,1059,2383,9400,46,EUR,418.0,21150.8,,1.18,27453.74,
S1E00348,S07_CrystalFable_French,7,P026,CrystalFable,False,aaa,2027-01-08,French,LarkFarm,48,0,397,1059,2383,9400,48,EUR,399.0,21067.2,,1.18,27345.23,
S1E00347,S07_CrystalFable_German,7,P026,CrystalFable,False,aaa,2027-01-08,German,LarkFarm,54,0,397,1059,2383,9400,54,EUR,380.0,22572.0,,1.18,29298.46,
S1E00352,S07_CrystalFable_Korean,7,P026,CrystalFable,False,aaa,2027-01-08,Korean,PacificAudio,36,0,397,1059,2383,9400,72,EUR,561.6,44478.72,,1.18,57733.38,
S1E00355,S07_CrystalFable_LATAM,7,P026,CrystalFable,False,aaa,2027-01-08,LATAM,LatinaVox,38,0,397,1059,2383,9400,39,EUR,240.0,10296.0,,1.18,13364.21,
S1E00356,S07_CrystalFable_Polish,7,P026,CrystalFable,False,aaa,2027-01-08,Polish,LarkFarm,36,0,397,1059,2383,9400,36,EUR,190.0,7524.0,,1.18,9766.15,
S1E00349,S07_CrystalFable_Spanish,7,P026,CrystalFable,False,aaa,2027-01-08,Spanish,LarkFarm,39,0,397,1059,2383,9400,39,EUR,323.0,13856.7,,1.18,17986.0,
S1E00364,S01_VoidDrift_BrazilianPortuguese,1,P027,VoidDrift,False,aaa,2025-12-13,Brazilian Portuguese,SoundHouse,38,4930,3287,4273,5917,14466,87,EUR,252.2,24135.54,20943.85,1.21,32124.4,27876.26
S1E00366,S01_VoidDrift_Chinese,1,P027,VoidDrift,False,aaa,2025-12-13,Chinese,TokyoVox,32,4930,3287,4273,5917,14466,80,EUR,280.0,24640.0,22261.22,1.21,32795.84,29629.68
S1E00361,S01_VoidDrift_Dutch,1,P027,VoidDrift,False,aaa,2025-12-13,Dutch,SonicBridge,38,4930,3287,4273,5917,14466,103,EUR,483.0,54723.9,48423.54,1.21,72837.51,64451.73
S1E00363,S01_VoidDrift_English,1,P027,VoidDrift,False,aaa,2025-12-13,English,SonicBridge,46,4930,3287,4273,5917,14466,113,EUR,462.0,57426.6,42231.65,1.21,76434.8,56210.33
S1E00358,S01_VoidDrift_French,1,P027,VoidDrift,False,aaa,2025-12-13,French,SonicBridge,48,4930,3287,4273,5917,14466,119,EUR,441.0,57726.9,52012.86,1.21,76834.5,69229.12
S1E00357,S01_VoidDrift_German,1,P027,VoidDrift,False,aaa,2025-12-13,German,SonicBridge,54,4930,3287,4273,5917,14466,130,EUR,420.0,60060.0,39150.61,1.21,79939.86,52109.46
S1E00360,S01_VoidDrift_Japanese,1,P027,VoidDrift,False,aaa,2025-12-13,Japanese,TokyoVox,36,4930,3287,4273,5917,14466,83,EUR,1000.0,91300.0,79774.57,1.21,121520.3,106179.95
S1E00365,S01_VoidDrift_Korean,1,P027,VoidDrift,False,aaa,2025-12-13,Korean,TokyoVox,36,4930,3287,4273,5917,14466,81,EUR,520.0,46332.0,33598.98,1.21,61667.89,44720.24
S1E00362,S01_VoidDrift_Polish,1,P027,VoidDrift,False,aaa,2025-12-13,Polish,SonicBridge,36,4930,3287,4273,5917,14466,97,EUR,210.0,22407.0,19591.38,1.21,29823.72,26076.13
S1E00359,S01_VoidDrift_Spanish,1,P027,VoidDrift,False,aaa,2025-12-13,Spanish,SonicBridge,39,4930,3287,4273,5917,14466,101,EUR,357.0,39662.7,27746.14,1.21,52791.05,36930.11
S1E00374,S02_VoidDrift_BrazilianPortuguese,2,P027,VoidDrift,False,aaa,2026-01-17,Brazilian Portuguese,SoundHouse,38,0,0,1586,4759,25388,51,EUR,252.2,14148.42,10291.92,1.18,18364.65,13358.91
S1E00376,S02_VoidDrift_Chinese,2,P027,VoidDrift,False,aaa,2026-01-17,Chinese,TokyoVox,32,0,0,1586,4759,25388,49,EUR,280.0,15092.0,11407.56,1.18,19589.42,14807.01
S1E00371,S02_VoidDrift_Dutch,2,P027,VoidDrift,False,aaa,2026-01-17,Dutch,SonicBridge,38,0,0,1586,4759,25388,81,EUR,483.0,43035.3,25679.82,1.18,55859.82,33332.41
S1E00373,S02_VoidDrift_English,2,P027,VoidDrift,False,aaa,2026-01-17,English,SonicBridge,46,0,0,1586,4759,25388,92,EUR,462.0,46754.4,34644.09,1.18,60687.21,44968.03
S1E00368,S02_VoidDrift_French,2,P027,VoidDrift,False,aaa,2026-01-17,French,SonicBridge,48,0,0,1586,4759,25388,96,EUR,441.0,46569.6,38826.62,1.18,60447.34,50396.95
S1E00367,S02_VoidDrift_German,2,P027,VoidDrift,False,aaa,2026-01-17,German,SonicBridge,54,0,0,1586,4759,25388,108,EUR,420.0,49896.0,37951.45,1.18,64765.01,49260.98
S1E00370,S02_VoidDrift_Japanese,2,P027,VoidDrift,False,aaa,2026-01-17,Japanese,TokyoVox,36,0,0,1586,4759,25388,49,EUR,1000.0,53900.0,41558.18,1.18,69962.2,53942.52
S1E00375,S02_VoidDrift_Korean,2,P027,VoidDrift,False,aaa,2026-01-17,Korean,TokyoVox,36,0,0,1586,4759,25388,50,EUR,520.0,28600.0,18830.71,1.18,37122.8,24442.26
S1E00372,S02_VoidDrift_Polish,2,P027,VoidDrift,False,aaa,2026-01-17,Polish,SonicBridge,36,0,0,1586,4759,25388,76,EUR,210.0,17556.0,13228.94,1.18,22787.69,17171.16
S1E00369,S02_VoidDrift_Spanish,2,P027,VoidDrift,False,aaa,2026-01-17,Spanish,SonicBridge,39,0,0,1586,4759,25388,80,EUR,357.0,31416.0,19054.59,1.18,40777.97,24732.86
S1E00384,S03_VoidDrift_BrazilianPortuguese,3,P027,VoidDrift,False,aaa,2026-02-01,Brazilian Portuguese,SoundHouse,38,4738,3159,4106,5686,13902,81,EUR,252.2,22471.02,22657.63,1.18,29167.38,29409.6
S1E00386,S03_VoidDrift_Chinese,3,P027,VoidDrift,False,aaa,2026-02-01,Chinese,TokyoVox,32,4738,3159,4106,5686,13902,80,EUR,280.0,24640.0,17273.59,1.18,31982.72,22421.12
S1E00381,S03_VoidDrift_Dutch,3,P027,VoidDrift,False,aaa,2026-02-01,Dutch,SonicBridge,38,4738,3159,4106,5686,13902,100,EUR,483.0,53130.0,38708.46,1.18,68962.74,50243.58
S1E00383,S03_VoidDrift_English,3,P027,VoidDrift,False,aaa,2026-02-01,English,SonicBridge,46,4738,3159,4106,5686,13902,110,EUR,462.0,55902.0,50393.79,1.18,72560.8,65411.14
S1E00378,S03_VoidDrift_French,3,P027,VoidDrift,False,aaa,2026-02-01,French,SonicBridge,48,4738,3159,4106,5686,13902,115,EUR,441.0,55786.5,41699.2,1.18,72410.88,54125.56
S1E00377,S03_VoidDrift_German,3,P027,VoidDrift,False,aaa,2026-02-01,German,SonicBridge,54,4738,3159,4106,5686,13902,125,EUR,420.0,57750.0,41969.65,1.18,74959.5,54476.61
S1E00380,S03_VoidDrift_Japanese,3,P027,VoidDrift,False,aaa,2026-02-01,Japanese,TokyoVox,36,4738,3159,4106,5686,13902,82,EUR,1000.0,90200.0,55596.79,1.18,117079.6,72164.63
S1E00385,S03_VoidDrift_Korean,3,P027,VoidDrift,False,aaa,2026-02-01,Korean,TokyoVox,36,4738,3159,4106,5686,13902,82,EUR,520.0,46904.0,34139.89,1.18,60881.39,44313.58
S1E00382,S03_VoidDrift_Polish,3,P027,VoidDrift,False,aaa,2026-02-01,Polish,SonicBridge,36,4738,3159,4106,5686,13902,95,EUR,210.0,21945.0,18547.79,1.18,28484.61,24075.03
S1E00379,S03_VoidDrift_Spanish,3,P027,VoidDrift,False,aaa,2026-02-01,Spanish,SonicBridge,39,4738,3159,4106,5686,13902,100,EUR,357.0,39270.0,26630.76,1.18,50972.46,34566.73
S1E00394,S04_VoidDrift_BrazilianPortuguese,4,P027,VoidDrift,False,aaa,2026-03-18,Brazilian Portuguese,SoundHouse,38,4038,2692,3500,4846,11849,73,EUR,252.2,20251.66,17322.99,1.18,26286.65,22485.24
S1E00396,S04_VoidDrift_Chinese,4,P027,VoidDrift,False,aaa,2026-03-18,Chinese,TokyoVox,32,4038,2692,3500,4846,11849,71,EUR,280.0,21868.0,20865.98,1.18,28384.66,27084.04
S1E00391,S04_VoidDrift_Dutch,4,P027,VoidDrift,False,aaa,2026-03-18,Dutch,SonicBridge,38,4038,2692,3500,4846,11849,97,EUR,483.0,51536.1,37437.66,1.18,66893.86,48594.08
S1E00393,S04_VoidDrift_English,4,P027,VoidDrift,False,aaa,2026-03-18,English,SonicBridge,46,4038,2692,3500,4846,11849,109,EUR,462.0,55393.8,38489.47,1.18,71901.15,49959.33
S1E00388,S04_VoidDrift_French,4,P027,VoidDrift,False,aaa,2026-03-18,French,SonicBridge,48,4038,2692,3500,4846,11849,110,EUR,441.0,53361.0,49203.23,1.18,69262.58,63865.79
S1E00387,S04_VoidDrift_German,4,P027,VoidDrift,False,aaa,2026-03-18,German,SonicBridge,54,4038,2692,3500,4846,11849,122,EUR,420.0,56364.0,43212.86,1.18,73160.47,56090.29
S1E00390,S04_VoidDrift_Japanese,4,P027,VoidDrift,False,aaa,2026-03-18,Japanese,TokyoVox,36,4038,2692,3500,4846,11849,74,EUR,1000.0,81400.0,63089.05,1.18,105657.2,81889.59
S1E00395,S04_VoidDrift_Korean,4,P027,VoidDrift,False,aaa,2026-03-18,Korean,TokyoVox,36,4038,2692,3500,4846,11849,70,EUR,520.0,40040.0,24541.28,1.18,51971.92,31854.58
S1E00392,S04_VoidDrift_Polish,4,P027,VoidDrift,False,aaa,2026-03-18,Polish,SonicBridge,36,4038,2692,3500,4846,11849,89,EUR,210.0,20559.0,16848.58,1.18,26685.58,21869.46
S1E00389,S04_VoidDrift_Spanish,4,P027,VoidDrift,False,aaa,2026-03-18,Spanish,SonicBridge,39,4038,2692,3500,4846,11849,96,EUR,357.0,37699.2,26605.38,1.18,48933.56,34533.78
