EntryID,SessionID,Session_Order,ProjectID,Project,Archetype,Production_Date,Language,Vendor,Filecount,Wordcount,Number_of_Actors,Number_of_Characters,Time_Restriction,Scope_Spread,Cost_Forecast,Cost_Actuals,Currency,Exchange_Rate,Billing_Forecast,Billing_Actuals
E0645,S04_FallenChain_French_HTR,4,P038,FallenChain,aaa,2025-09-21,French,GridMark,2720,17155,46,113,HTR,Normal,55692.0,70229.11,EUR,1.21,74126.05,93474.95
E0646,S04_FallenChain_German_HTR,4,P038,FallenChain,aaa,2025-09-21,German,GridMark,2720,17155,46,113,HTR,Normal,53040.0,63329.43,EUR,1.21,70596.24,84291.47
E0647,S04_FallenChain_Japanese_HTR,4,P038,FallenChain,aaa,2025-09-21,Japanese,AsiaSound,2720,17155,46,113,HTR,Normal,121992.0,127050.48,EUR,1.21,162371.35,169104.19
E0648,S04_FallenChain_Polish_HTR,4,P038,FallenChain,aaa,2025-09-21,Polish,GridMark,2720,17155,46,113,HTR,Normal,26520.0,26422.65,EUR,1.21,35298.12,35168.55
E0649,S04_FallenChain_Spanish_HTR,4,P038,FallenChain,aaa,2025-09-21,Spanish,SonicBridge,2720,17155,46,113,HTR,Normal,47338.2,56664.94,EUR,1.21,63007.14,75421.04
E0650,S05_FallenChain_BrazilianPortuguese_SoundSync,5,P038,FallenChain,aaa,2025-10-01,Brazilian Portuguese,SoundHouse,1360,7734,36,88,SoundSync,High,21458.44,26552.21,EUR,1.21,28561.18,35340.99
E0651,S05_FallenChain_Chinese_SoundSync,5,P038,FallenChain,aaa,2025-10-01,Chinese,TokyoVox,1360,7734,36,88,SoundSync,High,23823.8,25061.15,EUR,1.21,31709.48,33356.39
E0652,S05_FallenChain_Dutch_SoundSync,5,P038,FallenChain,aaa,2025-10-01,Dutch,LarkFarm,1360,7734,36,88,SoundSync,High,37182.14,39196.22,EUR,1.21,49489.43,52170.17
E0653,S05_FallenChain_English_SoundSync,5,P038,FallenChain,aaa,2025-10-01,English,GridMark,1360,7734,36,88,SoundSync,High,37437.4,39548.0,EUR,1.21,49829.18,52638.39
E0654,S05_FallenChain_French_SoundSync,5,P038,FallenChain,aaa,2025-10-01,French,GridMark,1360,7734,36,88,SoundSync,High,35735.7,38703.59,EUR,1.21,47564.22,51514.48
E0655,S05_FallenChain_German_SoundSync,5,P038,FallenChain,aaa,2025-10-01,German,GridMark,1360,7734,36,88,SoundSync,High,34034.0,36438.76,EUR,1.21,45299.25,48499.99
E0656,S05_FallenChain_Japanese_SoundSync,5,P038,FallenChain,aaa,2025-10-01,Japanese,AsiaSound,1360,7734,36,88,SoundSync,High,78278.2,109899.17,EUR,1.21,104188.28,146275.8
E0657,S05_FallenChain_Polish_SoundSync,5,P038,FallenChain,aaa,2025-10-01,Polish,GridMark,1360,7734,36,88,SoundSync,High,17017.0,17370.64,EUR,1.21,22649.63,23120.32
E0658,S05_FallenChain_Spanish_SoundSync,5,P038,FallenChain,aaa,2025-10-01,Spanish,SonicBridge,1360,7734,36,88,SoundSync,High,30375.34,30870.53,EUR,1.21,40429.58,41088.68
E0659,S06_FallenChain_BrazilianPortuguese_LipSync,6,P038,FallenChain,aaa,2025-10-08,Brazilian Portuguese,SoundHouse,2494,12207,20,48,LipSync,Normal,44972.56,41701.26,EUR,1.21,59858.48,55504.38
E0660,S06_FallenChain_Chinese_LipSync,6,P038,FallenChain,aaa,2025-10-08,Chinese,TokyoVox,2494,12207,20,48,LipSync,Normal,49929.88,57259.31,EUR,1.21,66456.67,76212.14
E0661,S06_FallenChain_Dutch_LipSync,6,P038,FallenChain,aaa,2025-10-08,Dutch,LarkFarm,2494,12207,20,48,LipSync,Normal,77926.28,79827.56,EUR,1.21,103719.88,106250.48
E0662,S06_FallenChain_English_LipSync,6,P038,FallenChain,aaa,2025-10-08,English,GridMark,2494,12207,20,48,LipSync,Normal,78461.24,70015.56,EUR,1.21,104431.91,93190.71
E0663,S06_FallenChain_French_LipSync,6,P038,FallenChain,aaa,2025-10-08,French,GridMark,2494,12207,20,48,LipSync,Normal,74894.82,65338.4,EUR,1.21,99685.01,86965.41
E0664,S06_FallenChain_German_LipSync,6,P038,FallenChain,aaa,2025-10-08,German,GridMark,2494,12207,20,48,LipSync,Normal,71328.4,67643.09,EUR,1.21,94938.1,90032.95
E0665,S06_FallenChain_Japanese_LipSync,6,P038,FallenChain,aaa,2025-10-08,Japanese,AsiaSound,2494,12207,20,48,LipSync,Normal,164055.32,144910.07,EUR,1.21,218357.63,192875.3
E0666,S06_FallenChain_Polish_LipSync,6,P038,FallenChain,aaa,2025-10-08,Polish,GridMark,2494,12207,20,48,LipSync,Normal,35664.2,33651.98,EUR,1.21,47469.05,44790.79
E0667,S06_FallenChain_Spanish_LipSync,6,P038,FallenChain,aaa,2025-10-08,Spanish,SonicBridge,2494,12207,20,48,LipSync,Normal,63660.6,62913.1,EUR,1.21,84732.26,83737.34
E0668,S07_FallenChain_BrazilianPortuguese_STR,7,P038,FallenChain,aaa,2025-10-18,Brazilian Portuguese,SoundHouse,3627,25224,50,121,STR,Low,38647.32,45589.26,EUR,1.21,51439.58,60679.31
E0669,S07_FallenChain_Chinese_STR,7,P038,FallenChain,aaa,2025-10-18,Chinese,TokyoVox,3627,25224,50,121,STR,Low,42907.41,49255.83,EUR,1.21,57109.76,65559.51
E0670,S07_FallenChain_Dutch_STR,7,P038,FallenChain,aaa,2025-10-18,Dutch,LarkFarm,3627,25224,50,121,STR,Low,66966.21,76809.12,EUR,1.21,89132.03,102232.94
E0671,S07_FallenChain_English_STR,7,P038,FallenChain,aaa,2025-10-18,English,GridMark,3627,25224,50,121,STR,Low,67425.93,77869.97,EUR,1.21,89743.91,103644.93
E0672,S07_FallenChain_French_STR,7,P038,FallenChain,aaa,2025-10-18,French,GridMark,3627,25224,50,121,STR,Low,64361.12,66802.65,EUR,1.21,85664.65,88914.33
E0673,S07_FallenChain_German_STR,7,P038,FallenChain,aaa,2025-10-18,German,GridMark,3627,25224,50,121,STR,Low,61296.3,77074.62,EUR,1.21,81585.38,102586.32
E0674,S07_FallenChain_Japanese_STR,7,P038,FallenChain,aaa,2025-10-18,Japanese,AsiaSound,3627,25224,50,121,STR,Low,140981.49,135693.84,EUR,1.21,187646.36,180608.5
E0675,S07_FallenChain_Polish_STR,7,P038,FallenChain,aaa,2025-10-18,Polish,GridMark,3627,25224,50,121,STR,Low,30648.15,31975.36,EUR,1.21,40792.69,42559.2
E0676,S07_FallenChain_Spanish_STR,7,P038,FallenChain,aaa,2025-10-18,Spanish,SonicBridge,3627,25224,50,121,STR,Low,54706.95,69018.67,EUR,1.21,72814.95,91863.85
E0677,S08_FallenChain_BrazilianPortuguese_NoTR,8,P038,FallenChain,aaa,2025-12-10,Brazilian Portuguese,SoundHouse,2176,15034,67,161,NoTR,Low,12484.91,23066.26,EUR,1.21,16617.42,30701.19
E0678,S08_FallenChain_Chinese_NoTR,8,P038,FallenChain,aaa,2025-12-10,Chinese,TokyoVox,2176,15034,67,161,NoTR,Low,13861.12,25141.18,EUR,1.21,18449.15,33462.91
E0679,S08_FallenChain_Dutch_NoTR,8,P038,FallenChain,aaa,2025-12-10,Dutch,LarkFarm,2176,15034,67,161,NoTR,Low,21633.25,39806.02,EUR,1.21,28793.86,52981.81
E0680,S08_FallenChain_English_NoTR,8,P038,FallenChain,aaa,2025-12-10,English,GridMark,2176,15034,67,161,NoTR,Low,21781.76,38872.71,EUR,1.21,28991.52,51739.58
E0681,S08_FallenChain_French_NoTR,8,P038,FallenChain,aaa,2025-12-10,French,GridMark,2176,15034,67,161,NoTR,Low,20791.68,36364.81,EUR,1.21,27673.73,48401.56
E0682,S08_FallenChain_German_NoTR,8,P038,FallenChain,aaa,2025-12-10,German,GridMark,2176,15034,67,161,NoTR,Low,19801.6,34156.9,EUR,1.21,26355.93,45462.83
E0683,S08_FallenChain_Japanese_NoTR,8,P038,FallenChain,aaa,2025-12-10,Japanese,AsiaSound,2176,15034,67,161,NoTR,Low,45543.68,87368.76,EUR,1.21,60618.64,116287.82
E0684,S08_FallenChain_Polish_NoTR,8,P038,FallenChain,aaa,2025-12-10,Polish,GridMark,2176,15034,67,161,NoTR,Low,9900.8,15655.02,EUR,1.21,13177.96,20836.83
E0685,S08_FallenChain_Spanish_NoTR,8,P038,FallenChain,aaa,2025-12-10,Spanish,SonicBridge,2176,15034,67,161,NoTR,Low,17672.93,32677.64,EUR,1.21,23522.67,43493.94
E0686,S09_FallenChain_BrazilianPortuguese_NoTR,9,P038,FallenChain,aaa,2026-03-10,Brazilian Portuguese,SoundHouse,7437,68798,67,161,NoTR,High,42670.16,56006.46,EUR,1.18,55385.87,72696.39
E0687,S09_FallenChain_Chinese_NoTR,9,P038,FallenChain,aaa,2026-03-10,Chinese,TokyoVox,7437,68798,67,161,NoTR,High,47373.69,70379.39,EUR,1.18,61491.05,91352.45
E0688,S09_FallenChain_Dutch_NoTR,9,P038,FallenChain,aaa,2026-03-10,Dutch,LarkFarm,7437,68798,67,161,NoTR,High,73936.79,98576.53,EUR,1.18,95969.95,127952.34
E0689,S09_FallenChain_English_NoTR,9,P038,FallenChain,aaa,2026-03-10,English,GridMark,7437,68798,67,161,NoTR,High,74444.37,112003.35,EUR,1.18,96628.79,145380.35
E0690,S09_FallenChain_French_NoTR,9,P038,FallenChain,aaa,2026-03-10,French,GridMark,7437,68798,67,161,NoTR,High,71060.54,102721.97,EUR,1.18,92236.58,133333.12
E0691,S09_FallenChain_German_NoTR,9,P038,FallenChain,aaa,2026-03-10,German,GridMark,7437,68798,67,161,NoTR,High,67676.7,102062.31,EUR,1.18,87844.36,132476.88
E0692,S09_FallenChain_Japanese_NoTR,9,P038,FallenChain,aaa,2026-03-10,Japanese,AsiaSound,7437,68798,67,161,NoTR,High,155656.41,246167.07,EUR,1.18,202042.02,319524.86
E0693,S09_FallenChain_Polish_NoTR,9,P038,FallenChain,aaa,2026-03-10,Polish,GridMark,7437,68798,67,161,NoTR,High,33838.35,50014.7,EUR,1.18,43922.18,64919.08
E0694,S09_FallenChain_Spanish_NoTR,9,P038,FallenChain,aaa,2026-03-10,Spanish,SonicBridge,7437,68798,67,161,NoTR,High,60401.45,76879.82,EUR,1.18,78401.08,99790.01
E0695,S10_FallenChain_BrazilianPortuguese_NoTR,10,P038,FallenChain,aaa,2026-09-19,Brazilian Portuguese,SoundHouse,4599,36519,67,161,NoTR,High,26386.99,,EUR,1.18,34250.31,
E0696,S10_FallenChain_Chinese_NoTR,10,P038,FallenChain,aaa,2026-09-19,Chinese,TokyoVox,4599,36519,67,161,NoTR,High,29295.63,,EUR,1.18,38025.73,
E0697,S10_FallenChain_Dutch_NoTR,10,P038,FallenChain,aaa,2026-09-19,Dutch,LarkFarm,4599,36519,67,161,NoTR,High,45722.11,,EUR,1.18,59347.3,
E0698,S10_FallenChain_English_NoTR,10,P038,FallenChain,aaa,2026-09-19,English,GridMark,4599,36519,67,161,NoTR,High,46035.99,,EUR,1.18,59754.72,
E0699,S10_FallenChain_French_NoTR,10,P038,FallenChain,aaa,2026-09-19,French,GridMark,4599,36519,67,161,NoTR,High,43943.44,,EUR,1.18,57038.59,
E0700,S10_FallenChain_German_NoTR,10,P038,FallenChain,aaa,2026-09-19,German,GridMark,4599,36519,67,161,NoTR,High,41850.9,,EUR,1.18,54322.47,
E0701,S10_FallenChain_Japanese_NoTR,10,P038,FallenChain,aaa,2026-09-19,Japanese,AsiaSound,4599,36519,67,161,NoTR,High,96257.07,,EUR,1.18,124941.68,
E0702,S10_FallenChain_Polish_NoTR,10,P038,FallenChain,aaa,2026-09-19,Polish,GridMark,4599,36519,67,161,NoTR,High,20925.45,,EUR,1.18,27161.23,
E0703,S10_FallenChain_Spanish_NoTR,10,P038,FallenChain,aaa,2026-09-19,Spanish,SonicBridge,4599,36519,67,161,NoTR,High,37351.93,,EUR,1.18,48482.81,
E0704,S01_BrokenFlame_BrazilianPortuguese_NoTR,1,P039,BrokenFlame,aaa,2025-09-10,Brazilian Portuguese,SoundHouse,4973,44867,70,167,NoTR,Low,28532.84,38183.29,EUR,1.21,37977.21,50821.96
E0705,S01_BrokenFlame_Chinese_NoTR,1,P039,BrokenFlame,aaa,2025-09-10,Chinese,AsiaSound,4973,44867,70,167,NoTR,Low,29143.77,38609.66,EUR,1.21,38790.36,51389.46
E0706,S01_BrokenFlame_English_NoTR,1,P039,BrokenFlame,aaa,2025-09-10,English,GridMark,4973,44867,70,167,NoTR,Low,49779.73,63844.21,EUR,1.21,66256.82,84976.64
E0707,S01_BrokenFlame_French_NoTR,1,P039,BrokenFlame,aaa,2025-09-10,French,SonicBridge,4973,44867,70,167,NoTR,Low,49892.87,65748.07,EUR,1.21,66407.41,87510.68
E0708,S01_BrokenFlame_German_NoTR,1,P039,BrokenFlame,aaa,2025-09-10,German,SonicBridge,4973,44867,70,167,NoTR,Low,47517.01,62610.0,EUR,1.21,63245.14,83333.91
E0709,S01_BrokenFlame_Japanese_NoTR,1,P039,BrokenFlame,aaa,2025-09-10,Japanese,TokyoVox,4973,44867,70,167,NoTR,Low,113135.75,143652.97,EUR,1.21,150583.68,191202.1
E0710,S01_BrokenFlame_LATAM_NoTR,1,P039,BrokenFlame,aaa,2025-09-10,LATAM,LatinaVox,4973,44867,70,167,NoTR,Low,27152.58,34252.52,EUR,1.21,36140.08,45590.1
E0711,S01_BrokenFlame_Polish_NoTR,1,P039,BrokenFlame,aaa,2025-09-10,Polish,SonicBridge,4973,44867,70,167,NoTR,Low,23758.51,30100.16,EUR,1.21,31622.58,40063.31
E0712,S01_BrokenFlame_Spanish_NoTR,1,P039,BrokenFlame,aaa,2025-09-10,Spanish,SonicBridge,4973,44867,70,167,NoTR,Low,40389.46,57237.16,EUR,1.21,53758.37,76182.66
E0713,S02_BrokenFlame_BrazilianPortuguese_STR,2,P039,BrokenFlame,aaa,2025-12-27,Brazilian Portuguese,SoundHouse,3147,20070,52,125,STR,Low,33532.7,34283.43,EUR,1.21,44632.02,45631.25
E0714,S02_BrokenFlame_Chinese_STR,2,P039,BrokenFlame,aaa,2025-12-27,Chinese,AsiaSound,3147,20070,52,125,STR,Low,34250.69,38483.97,EUR,1.21,45587.67,51222.16
E0715,S02_BrokenFlame_English_STR,2,P039,BrokenFlame,aaa,2025-12-27,English,GridMark,3147,20070,52,125,STR,Low,58502.73,51987.62,EUR,1.21,77867.13,69195.52
E0716,S02_BrokenFlame_French_STR,2,P039,BrokenFlame,aaa,2025-12-27,French,SonicBridge,3147,20070,52,125,STR,Low,58635.69,54628.3,EUR,1.21,78044.1,72710.27
E0717,S02_BrokenFlame_German_STR,2,P039,BrokenFlame,aaa,2025-12-27,German,SonicBridge,3147,20070,52,125,STR,Low,55843.52,61793.05,EUR,1.21,74327.73,82246.55
E0718,S02_BrokenFlame_Japanese_STR,2,P039,BrokenFlame,aaa,2025-12-27,Japanese,TokyoVox,3147,20070,52,125,STR,Low,132960.75,144514.31,EUR,1.21,176970.76,192348.55
E0719,S02_BrokenFlame_LATAM_STR,2,P039,BrokenFlame,aaa,2025-12-27,LATAM,LatinaVox,3147,20070,52,125,STR,Low,31910.58,30831.48,EUR,1.21,42472.98,41036.7
E0720,S02_BrokenFlame_Polish_STR,2,P039,BrokenFlame,aaa,2025-12-27,Polish,SonicBridge,3147,20070,52,125,STR,Low,27921.76,28386.33,EUR,1.21,37163.86,37782.21
E0721,S02_BrokenFlame_Spanish_STR,2,P039,BrokenFlame,aaa,2025-12-27,Spanish,SonicBridge,3147,20070,52,125,STR,Low,47466.99,46799.0,EUR,1.21,63178.56,62289.47
E0722,S03_BrokenFlame_BrazilianPortuguese_NoTR,3,P039,BrokenFlame,aaa,2026-01-07,Brazilian Portuguese,SoundHouse,3584,33454,70,167,NoTR,Very High,20563.38,36092.29,EUR,1.18,26691.27,46847.79
E0723,S03_BrokenFlame_Chinese_NoTR,3,P039,BrokenFlame,aaa,2026-01-07,Chinese,AsiaSound,3584,33454,70,167,NoTR,Very High,21003.67,39048.75,EUR,1.18,27262.76,50685.28
E0724,S03_BrokenFlame_English_NoTR,3,P039,BrokenFlame,aaa,2026-01-07,English,GridMark,3584,33454,70,167,NoTR,Very High,35875.84,62335.84,EUR,1.18,46566.84,80911.92
E0725,S03_BrokenFlame_French_NoTR,3,P039,BrokenFlame,aaa,2026-01-07,French,SonicBridge,3584,33454,70,167,NoTR,Very High,35957.38,60568.47,EUR,1.18,46672.68,78617.87
E0726,S03_BrokenFlame_German_NoTR,3,P039,BrokenFlame,aaa,2026-01-07,German,SonicBridge,3584,33454,70,167,NoTR,Very High,34245.12,53320.91,EUR,1.18,44450.17,69210.54
E0727,S03_BrokenFlame_Japanese_NoTR,3,P039,BrokenFlame,aaa,2026-01-07,Japanese,TokyoVox,3584,33454,70,167,NoTR,Very High,81536.0,121705.74,EUR,1.18,105833.73,157974.05
E0728,S03_BrokenFlame_LATAM_NoTR,3,P039,BrokenFlame,aaa,2026-01-07,LATAM,LatinaVox,3584,33454,70,167,NoTR,Very High,19568.64,33881.79,EUR,1.18,25400.09,43978.56
E0729,S03_BrokenFlame_Polish_NoTR,3,P039,BrokenFlame,aaa,2026-01-07,Polish,SonicBridge,3584,33454,70,167,NoTR,Very High,17122.56,25727.78,EUR,1.18,22225.08,33394.66
E0730,S03_BrokenFlame_Spanish_NoTR,3,P039,BrokenFlame,aaa,2026-01-07,Spanish,SonicBridge,3584,33454,70,167,NoTR,Very High,29108.35,43200.14,EUR,1.18,37782.64,56073.78
E0731,S04_BrokenFlame_BrazilianPortuguese_HTR,4,P039,BrokenFlame,aaa,2026-02-17,Brazilian Portuguese,SoundHouse,2360,12679,49,117,HTR,High,29015.61,32353.11,EUR,1.18,37662.26,41994.34
E0732,S04_BrokenFlame_Chinese_HTR,4,P039,BrokenFlame,aaa,2026-02-17,Chinese,AsiaSound,2360,12679,49,117,HTR,High,29636.88,26937.64,EUR,1.18,38468.67,34965.06
E0733,S04_BrokenFlame_English_HTR,4,P039,BrokenFlame,aaa,2026-02-17,English,GridMark,2360,12679,49,117,HTR,High,50622.0,50803.21,EUR,1.18,65707.36,65942.57
E0734,S04_BrokenFlame_French_HTR,4,P039,BrokenFlame,aaa,2026-02-17,French,SonicBridge,2360,12679,49,117,HTR,High,50737.05,48859.55,EUR,1.18,65856.69,63419.7
E0735,S04_BrokenFlame_German_HTR,4,P039,BrokenFlame,aaa,2026-02-17,German,SonicBridge,2360,12679,49,117,HTR,High,48321.0,46020.52,EUR,1.18,62720.66,59734.63
E0736,S04_BrokenFlame_Japanese_HTR,4,P039,BrokenFlame,aaa,2026-02-17,Japanese,TokyoVox,2360,12679,49,117,HTR,High,115050.0,113004.56,EUR,1.18,149334.9,146679.92
E0737,S04_BrokenFlame_LATAM_HTR,4,P039,BrokenFlame,aaa,2026-02-17,LATAM,LatinaVox,2360,12679,49,117,HTR,High,27612.0,25269.41,EUR,1.18,35840.38,32799.69
E0738,S04_BrokenFlame_Polish_HTR,4,P039,BrokenFlame,aaa,2026-02-17,Polish,SonicBridge,2360,12679,49,117,HTR,High,24160.5,22379.19,EUR,1.18,31360.33,29048.19
E0739,S04_BrokenFlame_Spanish_HTR,4,P039,BrokenFlame,aaa,2026-02-17,Spanish,SonicBridge,2360,12679,49,117,HTR,High,41072.85,36329.4,EUR,1.18,53312.56,47155.56
E0740,S05_BrokenFlame_BrazilianPortuguese_NoTR,5,P039,BrokenFlame,aaa,2026-04-30,Brazilian Portuguese,SoundHouse,4584,29807,70,167,NoTR,Very High,26300.93,,EUR,1.18,34138.61,
E0741,S05_BrokenFlame_Chinese_NoTR,5,P039,BrokenFlame,aaa,2026-04-30,Chinese,AsiaSound,4584,29807,70,167,NoTR,Very High,26864.07,,EUR,1.18,34869.56,
E0742,S05_BrokenFlame_English_NoTR,5,P039,BrokenFlame,aaa,2026-04-30,English,GridMark,4584,29807,70,167,NoTR,Very High,45885.84,,EUR,1.18,59559.82,
E0743,S05_BrokenFlame_French_NoTR,5,P039,BrokenFlame,aaa,2026-04-30,French,SonicBridge,4584,29807,70,167,NoTR,Very High,45990.13,,EUR,1.18,59695.19,
E0744,S05_BrokenFlame_German_NoTR,5,P039,BrokenFlame,aaa,2026-04-30,German,SonicBridge,4584,29807,70,167,NoTR,Very High,43800.12,,EUR,1.18,56852.56,
E0745,S05_BrokenFlame_Japanese_NoTR,5,P039,BrokenFlame,aaa,2026-04-30,Japanese,TokyoVox,4584,29807,70,167,NoTR,Very High,104286.0,,EUR,1.18,135363.23,
E0746,S05_BrokenFlame_LATAM_NoTR,5,P039,BrokenFlame,aaa,2026-04-30,LATAM,LatinaVox,4584,29807,70,167,NoTR,Very High,25028.64,,EUR,1.18,32487.17,
E0747,S05_BrokenFlame_Polish_NoTR,5,P039,BrokenFlame,aaa,2026-04-30,Polish,SonicBridge,4584,29807,70,167,NoTR,Very High,21900.06,,EUR,1.18,28426.28,
E0748,S05_BrokenFlame_Spanish_NoTR,5,P039,BrokenFlame,aaa,2026-04-30,Spanish,SonicBridge,4584,29807,70,167,NoTR,Very High,37230.1,,EUR,1.18,48324.67,
E0749,S06_BrokenFlame_BrazilianPortuguese_NoTR,6,P039,BrokenFlame,aaa,2026-08-08,Brazilian Portuguese,SoundHouse,2915,27623,70,167,NoTR,Very Low,16724.96,,EUR,1.18,21709.0,
E0750,S06_BrokenFlame_Chinese_NoTR,6,P039,BrokenFlame,aaa,2026-08-08,Chinese,AsiaSound,2915,27623,70,167,NoTR,Very Low,17083.07,,EUR,1.18,22173.82,
E0751,S06_BrokenFlame_English_NoTR,6,P039,BrokenFlame,aaa,2026-08-08,English,GridMark,2915,27623,70,167,NoTR,Very Low,29179.15,,EUR,1.18,37874.54,
E0752,S06_BrokenFlame_French_NoTR,6,P039,BrokenFlame,aaa,2026-08-08,French,SonicBridge,2915,27623,70,167,NoTR,Very Low,29245.47,,EUR,1.18,37960.62,
E0753,S06_BrokenFlame_German_NoTR,6,P039,BrokenFlame,aaa,2026-08-08,German,SonicBridge,2915,27623,70,167,NoTR,Very Low,27852.83,,EUR,1.18,36152.97,
E0754,S06_BrokenFlame_Japanese_NoTR,6,P039,BrokenFlame,aaa,2026-08-08,Japanese,TokyoVox,2915,27623,70,167,NoTR,Very Low,66316.25,,EUR,1.18,86078.49,
E0755,S06_BrokenFlame_LATAM_NoTR,6,P039,BrokenFlame,aaa,2026-08-08,LATAM,LatinaVox,2915,27623,70,167,NoTR,Very Low,15915.9,,EUR,1.18,20658.84,
E0756,S06_BrokenFlame_Polish_NoTR,6,P039,BrokenFlame,aaa,2026-08-08,Polish,SonicBridge,2915,27623,70,167,NoTR,Very Low,13926.41,,EUR,1.18,18076.48,
E0757,S06_BrokenFlame_Spanish_NoTR,6,P039,BrokenFlame,aaa,2026-08-08,Spanish,SonicBridge,2915,27623,70,167,NoTR,Very Low,23674.9,,EUR,1.18,30730.02,
E0758,S07_BrokenFlame_BrazilianPortuguese_NoTR,7,P039,BrokenFlame,aaa,2026-10-05,Brazilian Portuguese,SoundHouse,3534,27137,70,167,NoTR,Very High,20276.5,,EUR,1.18,26318.9,
E0759,S07_BrokenFlame_Chinese_NoTR,7,P039,BrokenFlame,aaa,2026-10-05,Chinese,AsiaSound,3534,27137,70,167,NoTR,Very High,20710.65,,EUR,1.18,26882.42,
E0760,S07_BrokenFlame_English_NoTR,7,P039,BrokenFlame,aaa,2026-10-05,English,GridMark,3534,27137,70,167,NoTR,Very High,35375.34,,EUR,1.18,45917.19,
E0761,S07_BrokenFlame_French_NoTR,7,P039,BrokenFlame,aaa,2026-10-05,French,SonicBridge,3534,27137,70,167,NoTR,Very High,35455.74,,EUR,1.18,46021.55,
E0762,S07_BrokenFlame_German_NoTR,7,P039,BrokenFlame,aaa,2026-10-05,German,SonicBridge,3534,27137,70,167,NoTR,Very High,33767.37,,EUR,1.18,43830.05,
E0763,S07_BrokenFlame_Japanese_NoTR,7,P039,BrokenFlame,aaa,2026-10-05,Japanese,TokyoVox,3534,27137,70,167,NoTR,Very High,80398.5,,EUR,1.18,104357.25,
E0764,S07_BrokenFlame_LATAM_NoTR,7,P039,BrokenFlame,aaa,2026-10-05,LATAM,LatinaVox,3534,27137,70,167,NoTR,Very High,19295.64,,EUR,1.18,25045.74,
E0765,S07_BrokenFlame_Polish_NoTR,7,P039,BrokenFlame,aaa,2026-10-05,Polish,SonicBridge,3534,27137,70,167,NoTR,Very High,16883.69,,EUR,1.18,21915.03,
E0766,S07_BrokenFlame_Spanish_NoTR,7,P039,BrokenFlame,aaa,2026-10-05,Spanish,SonicBridge,3534,27137,70,167,NoTR,Very High,28702.26,,EUR,1.18,37255.53,
E0767,S08_BrokenFlame_BrazilianPortuguese_LipSync,8,P039,BrokenFlame,aaa,2026-10-31,Brazilian Portuguese,SoundHouse,1373,6124,21,50,LipSync,Normal,24758.35,,EUR,1.18,32136.34,
E0768,S08_BrokenFlame_Chinese_LipSync,8,P039,BrokenFlame,aaa,2026-10-31,Chinese,AsiaSound,1373,6124,21,50,LipSync,Normal,25288.46,,EUR,1.18,32824.42,
E0769,S08_BrokenFlame_English_LipSync,8,P039,BrokenFlame,aaa,2026-10-31,English,GridMark,1373,6124,21,50,LipSync,Normal,43194.58,,EUR,1.18,56066.56,
E0770,S08_BrokenFlame_French_LipSync,8,P039,BrokenFlame,aaa,2026-10-31,French,SonicBridge,1373,6124,21,50,LipSync,Normal,43292.75,,EUR,1.18,56193.99,
E0771,S08_BrokenFlame_German_LipSync,8,P039,BrokenFlame,aaa,2026-10-31,German,SonicBridge,1373,6124,21,50,LipSync,Normal,41231.19,,EUR,1.18,53518.08,
E0772,S08_BrokenFlame_Japanese_LipSync,8,P039,BrokenFlame,aaa,2026-10-31,Japanese,TokyoVox,1373,6124,21,50,LipSync,Normal,98169.5,,EUR,1.18,127424.01,
E0773,S08_BrokenFlame_LATAM_LipSync,8,P039,BrokenFlame,aaa,2026-10-31,LATAM,LatinaVox,1373,6124,21,50,LipSync,Normal,23560.68,,EUR,1.18,30581.76,
E0774,S08_BrokenFlame_Polish_LipSync,8,P039,BrokenFlame,aaa,2026-10-31,Polish,SonicBridge,1373,6124,21,50,LipSync,Normal,20615.6,,EUR,1.18,26759.05,
E0775,S08_BrokenFlame_Spanish_LipSync,8,P039,BrokenFlame,aaa,2026-10-31,Spanish,SonicBridge,1373,6124,21,50,LipSync,Normal,35046.51,,EUR,1.18,45490.37,
E0776,S09_BrokenFlame_BrazilianPortuguese_SoundSync,9,P039,BrokenFlame,aaa,2027-01-19,Brazilian Portuguese,SoundHouse,1180,7286,38,92,SoundSync,Very Low,18618.35,,EUR,1.18,24166.62,
E0777,S09_BrokenFlame_Chinese_SoundSync,9,P039,BrokenFlame,aaa,2027-01-19,Chinese,AsiaSound,1180,7286,38,92,SoundSync,Very Low,19017.0,,EUR,1.18,24684.07,
E0778,S09_BrokenFlame_English_SoundSync,9,P039,BrokenFlame,aaa,2027-01-19,English,GridMark,1180,7286,38,92,SoundSync,Very Low,32482.45,,EUR,1.18,42162.22,
E0779,S09_BrokenFlame_French_SoundSync,9,P039,BrokenFlame,aaa,2027-01-19,French,SonicBridge,1180,7286,38,92,SoundSync,Very Low,32556.27,,EUR,1.18,42258.04,
E0780,S09_BrokenFlame_German_SoundSync,9,P039,BrokenFlame,aaa,2027-01-19,German,SonicBridge,1180,7286,38,92,SoundSync,Very Low,31005.98,,EUR,1.18,40245.76,
E0781,S09_BrokenFlame_Japanese_SoundSync,9,P039,BrokenFlame,aaa,2027-01-19,Japanese,TokyoVox,1180,7286,38,92,SoundSync,Very Low,73823.75,,EUR,1.18,95823.23,
